id,monster_name,description,element,growth_type,base_model_path,part_head,part_back,part_tail,palette_index,scale_x,scale_y,scale_z,base_max_hp,base_max_mp,base_attack,base_defense,base_magic,base_speed,hunger_rate,energy_rate,favorite_food,evolution_ids,evolution_level
299,ドリアードタートルザー,【第2形態】ドリアードタートルザー。古代より伝わるドリアードの力を宿すモンスター。,3,2,res://assets/models/bases/base_quadruped.tscn,,,,2,1.2,1.2,1.2,117,53,45,37,39,30,1.12,1.04,3,399,30
300,ライデンリッチキッド,【第2形態】ライデンリッチキッド。古代より伝わるライデンの力を宿すモンスター。,4,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,11,1.19,1.19,1.19,107,61,44,32,38,42,1.13,1.12,0,400,30
301,ストーンコブラロード,【第2形態】ストーンコブラロード。古代より伝わるストーンの力を宿すモンスター。,5,1,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,4,1.21,1.21,1.21,104,56,40,47,40,31,1.03,1.18,1,401,30
302,テンペストコロキング,【第2形態】テンペストコロキング。古代より伝わるテンペストの力を宿すモンスター。,6,2,res://assets/models/bases/base_biped.tscn,,,,5,1.2,1.2,1.2,106,53,44,36,36,39,1.15,0.85,2,402,30
303,グローリーワイバーンエンペラー,【第2形態】グローリーワイバーンエンペラー。古代より伝わるグローリーの力を宿すモンスター。,7,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,14,1.23,1.23,1.23,99,54,43,37,52,34,0.86,1.05,3,403,30
304,ノワールフォックスオメガ,【第2形態】ノワールフォックスオメガ。古代より伝わるノワールの力を宿すモンスター。,8,1,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,7,1.21,1.21,1.21,102,59,47,31,50,35,1.1,1.08,0,404,30
305,ヒートキマイラプライム,【第2形態】ヒートキマイラプライム。古代より伝わるヒートの力を宿すモンスター。,1,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,0,1.23,1.23,1.23,103,59,53,30,37,34,1.05,1.08,1,405,30
306,フロストレクスス,【第2形態】フロストレクスス。古代より伝わるフロストの力を宿すモンスター。,2,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,9,1.23,1.23,1.23,108,70,44,33,48,30,1.0,0.93,2,406,30
307,モスファングル,【第2形態】モスファングル。古代より伝わるモスの力を宿すモンスター。,3,1,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,2,1.18,1.18,1.18,120,61,40,43,41,27,0.82,1.05,3,407,30
308,プラズマタモドン,【第2形態】プラズマタモドン。古代より伝わるプラズマの力を宿すモンスター。,4,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,3,1.23,1.23,1.23,96,53,40,37,43,39,1.2,0.97,0,408,30
309,テラピクシーゴン,【第2形態】テラピクシーゴン。古代より伝わるテラの力を宿すモンスター。,5,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,12,1.24,1.24,1.24,98,56,40,46,37,32,0.9,0.95,1,409,30
310,ファルコンポロンザー,【第2形態】ファルコンポロンザー。古代より伝わるファルコンの力を宿すモンスター。,6,1,res://assets/models/bases/base_floating.tscn,,,,5,1.23,1.23,1.23,98,52,48,34,39,41,1.06,1.08,2,410,30
311,セレスベアキッド,【第2形態】セレスベアキッド。古代より伝わるセレスの力を宿すモンスター。,7,2,res://assets/models/bases/base_quadruped.tscn,,,,6,1.16,1.16,1.16,103,53,40,37,53,27,0.8,0.94,3,411,30
312,ドゥームドラコロード,【第2形態】ドゥームドラコロード。古代より伝わるドゥームの力を宿すモンスター。,8,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,15,1.17,1.17,1.17,102,54,53,31,47,33,0.84,1.12,0,412,30
313,イグニスホーンキング,【第2形態】イグニスホーンキング。古代より伝わるイグニスの力を宿すモンスター。,1,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,,0,1.17,1.17,1.17,101,56,50,36,38,29,0.83,1.03,1,413,30
314,シレーヌモグエンペラー,【第2形態】シレーヌモグエンペラー。古代より伝わるシレーヌの力を宿すモンスター。,2,2,res://assets/models/bases/base_biped.tscn,,,,1,1.21,1.21,1.21,98,69,43,33,44,33,1.05,0.98,2,414,30
315,トレントバードオメガ,【第2形態】トレントバードオメガ。古代より伝わるトレントの力を宿すモンスター。,3,0,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,10,1.18,1.18,1.18,113,54,39,42,41,33,0.93,0.86,3,415,30
316,ジゴワットグリフプライム,【第2形態】ジゴワットグリフプライム。古代より伝わるジゴワットの力を宿すモンスター。,4,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,3,1.18,1.18,1.18,97,55,42,30,40,42,1.01,1.0,0,416,30
317,バサルトタイガース,【第2形態】バサルトタイガース。古代より伝わるバサルトの力を宿すモンスター。,5,2,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,4,1.22,1.22,1.22,100,52,41,49,42,28,0.9,1.06,1,417,30
318,スカイガルル,【第2形態】スカイガルル。古代より伝わるスカイの力を宿すモンスター。,6,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,13,1.17,1.17,1.17,96,57,47,32,42,41,0.95,1.07,2,418,30
319,ソレイユリッチドン,【第2形態】ソレイユリッチドン。古代より伝わるソレイユの力を宿すモンスター。,7,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,6,1.22,1.22,1.22,108,53,38,35,46,31,0.89,1.17,3,419,30
320,シャドウコブラゴン,【第2形態】シャドウコブラゴン。古代より伝わるシャドウの力を宿すモンスター。,8,2,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,7,1.24,1.24,1.24,102,60,50,36,50,33,0.83,1.01,0,420,30
321,フレイムコロザー,【第2形態】フレイムコロザー。古代より伝わるフレイムの力を宿すモンスター。,1,0,res://assets/models/bases/base_biped.tscn,,,,8,1.21,1.21,1.21,100,53,52,31,39,29,1.01,0.96,1,421,30
322,アクアワイバーンキッド,【第2形態】アクアワイバーンキッド。古代より伝わるアクアの力を宿すモンスター。,2,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,1,1.21,1.21,1.21,106,63,42,36,45,27,0.9,1.17,2,422,30
323,リーフフォックスロード,【第2形態】リーフフォックスロード。古代より伝わるリーフの力を宿すモンスター。,3,2,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,2,1.17,1.17,1.17,121,61,38,40,38,28,0.81,0.85,3,423,30
324,サンダータートルキング,【第2形態】サンダータートルキング。古代より伝わるサンダーの力を宿すモンスター。,4,0,res://assets/models/bases/base_quadruped.tscn,,,,11,1.16,1.16,1.16,103,57,42,32,41,41,1.1,1.15,0,424,30
325,ガイアナイトエンペラー,【第2形態】ガイアナイトエンペラー。古代より伝わるガイアの力を宿すモンスター。,5,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,4,1.22,1.22,1.22,97,52,43,48,40,35,0.83,1.08,1,425,30
326,ウインドクロウオメガ,【第2形態】ウインドクロウオメガ。古代より伝わるウインドの力を宿すモンスター。,6,2,res://assets/models/bases/base_biped.tscn,,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,5,1.21,1.21,1.21,97,59,49,35,36,42,1.14,0.87,2,426,30
327,ホーリーノッコプライム,【第2形態】ホーリーノッコプライム。古代より伝わるホーリーの力を宿すモンスター。,7,0,res://assets/models/bases/base_biped.tscn,,,,14,1.17,1.17,1.17,108,53,39,37,46,27,1.14,0.8,3,427,30
328,ダークフェアリース,【第2形態】ダークフェアリース。古代より伝わるダークの力を宿すモンスター。,8,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,7,1.16,1.16,1.16,101,58,48,32,44,35,1.12,1.09,0,428,30
329,マグマパピール,【第2形態】マグマパピール。古代より伝わるマグマの力を宿すモンスター。,1,2,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,0,1.21,1.21,1.21,99,57,51,36,41,31,1.13,1.03,1,429,30
330,マリンケルベドン,【第2形態】マリンケルベドン。古代より伝わるマリンの力を宿すモンスター。,2,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,9,1.17,1.17,1.17,106,62,40,33,42,33,0.83,0.99,2,430,30
331,フォレストドラコゴン,【第2形態】フォレストドラコゴン。古代より伝わるフォレストの力を宿すモンスター。,3,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,2,1.18,1.18,1.18,116,57,39,43,36,32,0.88,1.03,3,431,30
332,ボルトホーンザー,【第2形態】ボルトホーンザー。古代より伝わるボルトの力を宿すモンスター。,4,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,,3,1.18,1.18,1.18,105,55,45,35,43,42,1.09,1.02,0,432,30
333,ゴーレムモグキッド,【第2形態】ゴーレムモグキッド。古代より伝わるゴーレムの力を宿すモンスター。,5,0,res://assets/models/bases/base_biped.tscn,,,,12,1.22,1.22,1.22,98,52,44,42,39,35,0.94,1.14,1,433,30
334,ゲイルバードロード,【第2形態】ゲイルバードロード。古代より伝わるゲイルの力を宿すモンスター。,6,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,5,1.23,1.23,1.23,101,52,48,34,37,38,1.01,0.9,2,434,30
335,シャイングリフキング,【第2形態】シャイングリフキング。古代より伝わるシャインの力を宿すモンスター。,7,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,6,1.2,1.2,1.2,96,54,42,35,46,30,1.16,1.01,3,435,30
336,カオスベアエンペラー,【第2形態】カオスベアエンペラー。古代より伝わるカオスの力を宿すモンスター。,8,0,res://assets/models/bases/base_quadruped.tscn,,,,15,1.22,1.22,1.22,101,59,47,31,46,33,0.83,1.03,0,436,30
337,バーンモコオメガ,【第2形態】バーンモコオメガ。古代より伝わるバーンの力を宿すモンスター。,1,1,res://assets/models/bases/base_quadruped.tscn,,,,0,1.19,1.19,1.19,98,55,52,34,41,33,1.08,1.09,1,437,30
338,ハイドロゴブプライム,【第2形態】ハイドロゴブプライム。古代より伝わるハイドロの力を宿すモンスター。,2,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,1,1.19,1.19,1.19,100,65,39,33,44,28,0.86,0.87,2,438,30
339,シルフダイナス,【第2形態】シルフダイナス。古代より伝わるシルフの力を宿すモンスター。,3,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,10,1.2,1.2,1.2,118,53,43,39,43,31,0.99,1.14,3,439,30
340,ライトニバットル,【第2形態】ライトニバットル。古代より伝わるライトニの力を宿すモンスター。,4,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_dragon.tscn,,3,1.17,1.17,1.17,108,56,38,33,41,41,0.84,0.9,0,440,30
341,アースペガサスドン,【第2形態】アースペガサスドン。古代より伝わるアースの力を宿すモンスター。,5,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,4,1.19,1.19,1.19,104,52,42,46,38,27,1.18,1.14,1,441,30
342,エアロビーストゴン,【第2形態】エアロビーストゴン。古代より伝わるエアロの力を宿すモンスター。,6,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,13,1.2,1.2,1.2,104,55,43,37,37,37,0.85,0.82,2,442,30
343,ルミナスタートルザー,【第2形態】ルミナスタートルザー。古代より伝わるルミナスの力を宿すモンスター。,7,1,res://assets/models/bases/base_quadruped.tscn,,,,6,1.22,1.22,1.22,99,54,41,40,51,28,1.03,0.9,3,443,30
344,ネクロナイトキッド,【第2形態】ネクロナイトキッド。古代より伝わるネクロの力を宿すモンスター。,8,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,7,1.23,1.23,1.23,96,53,49,37,46,28,1.16,1.13,0,444,30
345,サラマンクロウロード,【第2形態】サラマンクロウロード。古代より伝わるサラマンの力を宿すモンスター。,1,0,res://assets/models/bases/base_biped.tscn,,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,8,1.19,1.19,1.19,96,59,48,32,42,33,1.0,0.95,1,445,30
346,リヴァイノッコキング,【第2形態】リヴァイノッコキング。古代より伝わるリヴァイの力を宿すモンスター。,2,1,res://assets/models/bases/base_biped.tscn,,,,1,1.19,1.19,1.19,101,65,40,34,46,34,1.15,0.81,2,446,30
347,ウッドフェアリーエンペラー,【第2形態】ウッドフェアリーエンペラー。古代より伝わるウッドの力を宿すモンスター。,3,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,2,1.21,1.21,1.21,115,56,45,42,43,27,0.84,0.95,3,447,30
348,スパークフォックスオメガ,【第2形態】スパークフォックスオメガ。古代より伝わるスパークの力を宿すモンスター。,4,0,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,11,1.19,1.19,1.19,106,60,41,30,42,44,0.99,1.11,0,448,30
349,クエイクキマイラプライム,【第2形態】クエイクキマイラプライム。古代より伝わるクエイクの力を宿すモンスター。,5,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,4,1.19,1.19,1.19,105,60,43,48,40,29,0.81,1.04,1,449,30
350,ストームレクスス,【第2形態】ストームレクスス。古代より伝わるストームの力を宿すモンスター。,6,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,5,1.16,1.16,1.16,108,56,42,37,41,38,1.19,0.84,2,450,30
351,セラフファングル,【第2形態】セラフファングル。古代より伝わるセラフの力を宿すモンスター。,7,0,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,14,1.21,1.21,1.21,100,60,38,37,52,32,1.17,1.2,3,451,30
352,アビスタモドン,【第2形態】アビスタモドン。古代より伝わるアビスの力を宿すモンスター。,8,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,7,1.17,1.17,1.17,99,61,51,35,44,32,1.18,1.03,0,452,30
353,クリムゾンピクシーゴン,【第2形態】クリムゾンピクシーゴン。古代より伝わるクリムゾンの力を宿すモンスター。,1,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,0,1.21,1.21,1.21,99,59,52,32,43,27,0.84,0.89,1,453,30
354,タイダルポロンザー,【第2形態】タイダルポロンザー。古代より伝わるタイダルの力を宿すモンスター。,2,0,res://assets/models/bases/base_floating.tscn,,,,9,1.18,1.18,1.18,104,69,38,35,45,29,0.94,0.87,2,454,30
355,ブルームベアキッド,【第2形態】ブルームベアキッド。古代より伝わるブルームの力を宿すモンスター。,3,1,res://assets/models/bases/base_quadruped.tscn,,,,2,1.22,1.22,1.22,117,52,38,38,38,28,1.14,1.14,3,455,30
356,エレクトラモコロード,【第2形態】エレクトラモコロード。古代より伝わるエレクトラの力を宿すモンスター。,4,2,res://assets/models/bases/base_quadruped.tscn,,,,3,1.24,1.24,1.24,101,58,39,35,40,44,0.85,0.86,0,456,30
357,グランゴブキング,【第2形態】グランゴブキング。古代より伝わるグランの力を宿すモンスター。,5,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,12,1.24,1.24,1.24,108,59,43,44,41,30,1.07,1.13,1,457,30
358,ゼファーダイナエンペラー,【第2形態】ゼファーダイナエンペラー。古代より伝わるゼファーの力を宿すモンスター。,6,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,5,1.19,1.19,1.19,107,56,44,32,36,41,1.14,1.11,2,458,30
359,オーラバットオメガ,【第2形態】オーラバットオメガ。古代より伝わるオーラの力を宿すモンスター。,7,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_dragon.tscn,,6,1.21,1.21,1.21,98,61,43,37,47,34,0.86,1.1,3,459,30
360,ファントムグリフプライム,【第2形態】ファントムグリフプライム。古代より伝わるファントムの力を宿すモンスター。,8,0,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,15,1.18,1.18,1.18,101,54,47,35,51,27,0.91,0.9,0,460,30
361,ヴォルカタイガース,【第2形態】ヴォルカタイガース。古代より伝わるヴォルカの力を宿すモンスター。,1,1,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,0,1.17,1.17,1.17,100,53,48,30,42,34,1.09,1.19,1,461,30
362,オーシャンガルル,【第2形態】オーシャンガルル。古代より伝わるオーシャンの力を宿すモンスター。,2,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,1,1.23,1.23,1.23,103,68,43,36,43,34,1.12,1.03,2,462,30
363,ドリアードリッチドン,【第2形態】ドリアードリッチドン。古代より伝わるドリアードの力を宿すモンスター。,3,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,10,1.22,1.22,1.22,115,54,45,37,36,31,0.81,0.9,3,463,30
364,ライデンコブラゴン,【第2形態】ライデンコブラゴン。古代より伝わるライデンの力を宿すモンスター。,4,1,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,3,1.17,1.17,1.17,101,54,44,32,37,47,1.18,1.19,0,464,30
365,ストーンコロザー,【第2形態】ストーンコロザー。古代より伝わるストーンの力を宿すモンスター。,5,2,res://assets/models/bases/base_biped.tscn,,,,4,1.19,1.19,1.19,105,59,38,48,38,33,0.86,0.84,1,465,30
366,テンペストワイバーンキッド,【第2形態】テンペストワイバーンキッド。古代より伝わるテンペストの力を宿すモンスター。,6,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,13,1.18,1.18,1.18,99,58,46,34,40,38,0.84,0.96,2,466,30
367,グローリーフォックスロード,【第2形態】グローリーフォックスロード。古代より伝わるグローリーの力を宿すモンスター。,7,1,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,6,1.2,1.2,1.2,103,54,38,39,46,33,0.84,1.13,3,467,30
368,ノワールキマイラキング,【第2形態】ノワールキマイラキング。古代より伝わるノワールの力を宿すモンスター。,8,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,7,1.21,1.21,1.21,103,55,47,30,47,29,1.06,1.19,0,468,30
369,ヒートレクスエンペラー,【第2形態】ヒートレクスエンペラー。古代より伝わるヒートの力を宿すモンスター。,1,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,8,1.2,1.2,1.2,97,56,54,37,43,31,0.84,1.02,1,469,30
370,フロストファングオメガ,【第2形態】フロストファングオメガ。古代より伝わるフロストの力を宿すモンスター。,2,1,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,1,1.17,1.17,1.17,102,67,40,37,42,31,0.98,0.91,2,470,30
371,モスタモプライム,【第2形態】モスタモプライム。古代より伝わるモスの力を宿すモンスター。,3,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,2,1.23,1.23,1.23,121,52,40,37,37,32,1.12,0.97,3,471,30
372,プラズマフェアリース,【第2形態】プラズマフェアリース。古代より伝わるプラズマの力を宿すモンスター。,4,0,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,11,1.22,1.22,1.22,99,60,38,36,42,47,1.07,1.17,0,472,30
373,テラパピール,【第2形態】テラパピール。古代より伝わるテラの力を宿すモンスター。,5,1,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,4,1.21,1.21,1.21,99,59,42,43,42,27,1.0,1.16,1,473,30
374,ファルコンケルベドン,【第2形態】ファルコンケルベドン。古代より伝わるファルコンの力を宿すモンスター。,6,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,5,1.22,1.22,1.22,106,61,44,31,43,37,1.18,0.87,2,474,30
375,セレスドラコゴン,【第2形態】セレスドラコゴン。古代より伝わるセレスの力を宿すモンスター。,7,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,14,1.18,1.18,1.18,99,54,38,40,47,33,0.88,1.13,3,475,30
376,ドゥームホーンザー,【第2形態】ドゥームホーンザー。古代より伝わるドゥームの力を宿すモンスター。,8,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,,7,1.17,1.17,1.17,105,56,51,31,45,33,1.02,1.02,0,476,30
377,イグニスモグキッド,【第2形態】イグニスモグキッド。古代より伝わるイグニスの力を宿すモンスター。,1,2,res://assets/models/bases/base_biped.tscn,,,,0,1.23,1.23,1.23,104,59,48,36,37,33,0.86,1.03,1,477,30
378,シレーヌバードロード,【第2形態】シレーヌバードロード。古代より伝わるシレーヌの力を宿すモンスター。,2,0,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,9,1.21,1.21,1.21,97,63,39,34,47,33,0.91,1.06,2,478,30
379,トレントグリフキング,【第2形態】トレントグリフキング。古代より伝わるトレントの力を宿すモンスター。,3,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,2,1.21,1.21,1.21,119,52,40,40,42,29,1.05,1.07,3,479,30
380,ジゴワットタイガーエンペラー,【第2形態】ジゴワットタイガーエンペラー。古代より伝わるジゴワットの力を宿すモンスター。,4,2,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,3,1.19,1.19,1.19,102,57,41,30,43,43,1.16,0.81,0,480,30
381,バサルトガルオメガ,【第2形態】バサルトガルオメガ。古代より伝わるバサルトの力を宿すモンスター。,5,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,12,1.23,1.23,1.23,100,56,42,49,37,30,0.85,1.19,1,481,30
382,スカイリッチプライム,【第2形態】スカイリッチプライム。古代より伝わるスカイの力を宿すモンスター。,6,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,5,1.2,1.2,1.2,101,56,48,31,39,42,0.88,1.13,2,482,30
383,ソレイユコブラス,【第2形態】ソレイユコブラス。古代より伝わるソレイユの力を宿すモンスター。,7,2,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,6,1.22,1.22,1.22,108,60,43,34,48,28,0.92,1.0,3,483,30
384,シャドウバットル,【第2形態】シャドウバットル。古代より伝わるシャドウの力を宿すモンスター。,8,0,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_dragon.tscn,,15,1.17,1.17,1.17,104,61,46,32,47,30,1.13,0.9,0,484,30
385,フレイムペガサスドン,【第2形態】フレイムペガサスドン。古代より伝わるフレイムの力を宿すモンスター。,1,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,0,1.2,1.2,1.2,101,55,52,35,43,35,0.96,1.17,1,485,30
386,アクアビーストゴン,【第2形態】アクアビーストゴン。古代より伝わるアクアの力を宿すモンスター。,2,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,1,1.21,1.21,1.21,99,67,45,37,44,34,1.03,0.94,2,486,30
387,リーフタートルザー,【第2形態】リーフタートルザー。古代より伝わるリーフの力を宿すモンスター。,3,0,res://assets/models/bases/base_quadruped.tscn,,,,10,1.17,1.17,1.17,116,53,42,36,42,27,0.87,1.03,3,487,30
388,サンダーナイトキッド,【第2形態】サンダーナイトキッド。古代より伝わるサンダーの力を宿すモンスター。,4,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,3,1.24,1.24,1.24,99,55,41,34,42,47,0.81,1.11,0,488,30
389,ガイアクロウロード,【第2形態】ガイアクロウロード。古代より伝わるガイアの力を宿すモンスター。,5,2,res://assets/models/bases/base_biped.tscn,,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,4,1.22,1.22,1.22,96,59,40,44,36,30,0.9,1.12,1,489,30
390,ウインドノッコキング,【第2形態】ウインドノッコキング。古代より伝わるウインドの力を宿すモンスター。,6,0,res://assets/models/bases/base_biped.tscn,,,,13,1.18,1.18,1.18,107,56,48,36,41,42,0.9,0.99,2,490,30
391,ホーリーフェアリーエンペラー,【第2形態】ホーリーフェアリーエンペラー。古代より伝わるホーリーの力を宿すモンスター。,7,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,6,1.21,1.21,1.21,105,58,39,34,51,35,1.06,1.04,3,491,30
392,ダークパピーオメガ,【第2形態】ダークパピーオメガ。古代より伝わるダークの力を宿すモンスター。,8,2,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,7,1.18,1.18,1.18,97,59,47,35,48,32,1.14,0.9,0,492,30
393,マグマケルベプライム,【第2形態】マグマケルベプライム。古代より伝わるマグマの力を宿すモンスター。,1,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,8,1.22,1.22,1.22,106,56,51,32,39,27,1.12,1.12,1,493,30
394,マリンドラコス,【第2形態】マリンドラコス。古代より伝わるマリンの力を宿すモンスター。,2,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,1,1.21,1.21,1.21,106,67,40,30,49,31,0.9,0.97,2,494,30
395,フォレストホーンル,【第2形態】フォレストホーンル。古代より伝わるフォレストの力を宿すモンスター。,3,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,,2,1.19,1.19,1.19,112,61,41,41,39,35,1.06,0.99,3,495,30
396,ボルトタモドン,【第2形態】ボルトタモドン。古代より伝わるボルトの力を宿すモンスター。,4,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,11,1.24,1.24,1.24,101,60,42,32,38,43,0.84,0.85,0,496,30
